energy[eV]  elec[eV/m]    nuclear[eV/m]  range[m]   longitudinal[m]    lateral[m]
499.999  8167000000.0  196400000000.0  4.0500000000000004e-07  1.5000000000000002e-07  1.0900000000000001e-07
549.999  8565000000.0  204700000000.0  4.2400000000000004e-07  1.5600000000000002e-07  1.13e-07
599.999  8946000000.0  212600000000.00003  4.42e-07  1.6200000000000002e-07  1.1800000000000001e-07
649.999  9311000000.0  219899999999.99997  4.6000000000000004e-07  1.6800000000000002e-07  1.22e-07
699.999  9663000000.0  226800000000.0  4.77e-07  1.7400000000000002e-07  1.27e-07
799.999  10330000000.0  239600000000.0  5.1e-07  1.84e-07  1.35e-07
899.999  10960000000.0  251200000000.0  5.420000000000001e-07  1.9400000000000002e-07  1.42e-07
999.999  11550000000.0  261900000000.0  5.72e-07  2.03e-07  1.49e-07
1100.0  12110000000.0  271600000000.0  6.01e-07  2.1200000000000002e-07  1.5600000000000002e-07
1200.0  12649999999.999998  280700000000.0  6.29e-07  2.21e-07  1.6300000000000002e-07
1300.0  13170000000.0  289200000000.0  6.57e-07  2.2900000000000003e-07  1.7000000000000001e-07
1400.0  13670000000.0  297100000000.0  6.830000000000001e-07  2.3700000000000002e-07  1.7600000000000001e-07
1500.0  14150000000.0  304500000000.0  7.09e-07  2.4500000000000004e-07  1.8200000000000002e-07
1600.0  14610000000.0  311500000000.0  7.350000000000001e-07  2.5200000000000003e-07  1.8800000000000002e-07
1700.0  15060000000.0  318100000000.0  7.6e-07  2.5900000000000003e-07  1.9400000000000002e-07
1800.0  15500000000.0  324400000000.0  7.84e-07  2.67e-07  1.9900000000000002e-07
2000.0  16330000000.0  336000000000.0  8.32e-07  2.8e-07  2.1e-07
2250.0  17320000000.0  349099999999.99994  8.890000000000001e-07  2.97e-07  2.2300000000000002e-07
2500.0  18260000000.0  360900000000.00006  9.450000000000001e-07  3.1200000000000004e-07  2.3600000000000002e-07
2750.0  19150000000.0  371599999999.99994  9.99e-07  3.27e-07  2.48e-07
3000.0  20000000000.0  381300000000.0  1.051e-06  3.42e-07  2.6e-07
3250.0  20820000000.0  390200000000.00006  1.103e-06  3.56e-07  2.72e-07
3500.0  21610000000.0  398400000000.00006  1.153e-06  3.6900000000000004e-07  2.8300000000000003e-07
3750.0  22370000000.0  406000000000.0  1.202e-06  3.82e-07  2.94e-07
4000.0  23100000000.0  413100000000.0  1.2510000000000002e-06  3.9500000000000003e-07  3.04e-07
4500.0  24500000000.0  425900000000.00006  1.3460000000000001e-06  4.2e-07  3.25e-07
5000.0  25830000000.0  437100000000.0  1.438e-06  4.4500000000000003e-07  3.4500000000000003e-07
5500.0  27090000000.0  447100000000.0  1.528e-06  4.68e-07  3.6400000000000003e-07
6000.0  28290000000.0  456000000000.0  1.6170000000000001e-06  4.91e-07  3.8300000000000003e-07
