energy[eV]  elec[eV/m]    nuclear[eV/m]  range[m]   longitudinal[m]    lateral[m]
110000.0  111000000000.0  4759000000.0  0.00012240000000000002  2.1400000000000002e-05  2.4e-05
120000.0  116500000000.0  4465000000.0  0.0001304  2.19e-05  2.4800000000000003e-05
130000.0  121700000000.0  4209000000.0  0.00013810000000000002  2.2400000000000002e-05  2.5600000000000002e-05
140000.0  126700000000.0  3984000000.0  0.00014560000000000002  2.28e-05  2.6300000000000002e-05
150000.0  131600000000.0  3784000000.0  0.0001528  2.32e-05  2.7000000000000002e-05
160000.0  136300000000.00002  3605000000.0  0.0001598  2.3500000000000002e-05  2.76e-05
170000.0  140800000000.0  3444000000.0  0.0001666  2.3800000000000003e-05  2.82e-05
180000.0  145300000000.0  3298000000.0  0.0001732  2.4100000000000003e-05  2.8700000000000003e-05
200000.0  153800000000.0  3043000000.0  0.00018590000000000002  2.46e-05  2.9700000000000004e-05
225000.0  163900000000.0  2780000000.0000005  0.00020100000000000003  2.5200000000000003e-05  3.08e-05
250000.0  173400000000.0  2562000000.0  0.00021520000000000003  2.57e-05  3.180000000000001e-05
275000.0  182500000000.0  2379000000.0  0.0002288  2.61e-05  3.26e-05
300000.0  191100000000.0  2222000000.0  0.00024180000000000002  2.65e-05  3.33e-05
325000.0  199300000000.0  2087000000.0  0.00025420000000000005  2.6900000000000003e-05  3.4e-05
350000.0  207100000000.0  1968000000.0  0.0002662  2.7200000000000004e-05  3.46e-05
375000.0  214500000000.0  1863000000.0  0.00027780000000000003  2.7400000000000005e-05  3.52e-05
400000.0  221700000000.00003  1770000000.0  0.00028900000000000003  2.7700000000000002e-05  3.57e-05
450000.0  235000000000.0  1611000000.0  0.0003105  2.82e-05  3.66e-05
500000.0  247300000000.0  1480000000.0  0.0003309000000000001  2.86e-05  3.740000000000001e-05
550000.0  258600000000.0  1370000000.0  0.00035030000000000006  2.9e-05  3.82e-05
600000.0  269000000000.0  1277000000.0  0.000369  2.9300000000000004e-05  3.88e-05
650000.0  278500000000.0  1196000000.0  0.00038710000000000003  2.96e-05  3.94e-05
700000.0  287200000000.0  1126000000.0  0.0004046  2.9900000000000005e-05  3.990000000000001e-05
800000.0  302500000000.0  1009000000.0  0.0004381000000000001  3.0600000000000005e-05  4.08e-05
900000.0  315000000000.0  915900000.0  0.00047030000000000005  3.1200000000000006e-05  4.16e-05
1000000.0  325200000000.00006  839500000.0  0.0005013000000000001  3.1700000000000005e-05  4.240000000000001e-05
1100000.0  333300000000.0  775600000.0  0.0005314  3.2200000000000003e-05  4.3e-05
1200000.0  339600000000.0  721300000.0  0.0005610000000000001  3.26e-05  4.360000000000001e-05
1300000.0  344200000000.0  674700000.0  0.0005901  3.3e-05  4.410000000000001e-05
1400000.0  347500000000.0  634100000.0  0.0006188000000000001  3.34e-05  4.460000000000001e-05
1500000.0  349500000000.0  598400000.0  0.0006474  3.38e-05  4.51e-05
1600000.0  350600000000.0  566800000.0  0.0006759000000000001  3.4200000000000005e-05  4.56e-05
1700000.0  350800000000.0  538500000.0  0.0007043000000000002  3.46e-05  4.6e-05
1800000.0  350300000000.0  513100000.0  0.0007327  3.490000000000001e-05  4.6500000000000005e-05
2000000.0  347500000000.0  469400000.0  0.0007898000000000001  3.6e-05  4.730000000000001e-05
2250000.0  341900000000.0  424700000.0  0.0008621  3.77e-05  4.8200000000000006e-05
2500000.0  334799999999.99994  388300000.00000006  0.0009359000000000001  3.94e-05  4.92e-05
2750000.0  326900000000.0  357900000.0  0.0010113000000000001  4.1e-05  5.0100000000000005e-05
3000000.0  318700000000.0  332200000.0  0.0010885  4.27e-05  5.1e-05
3250000.0  310500000000.0  310200000.0  0.0011679000000000001  4.440000000000001e-05  5.18e-05
3500000.0  302500000000.0  291100000.0  0.0012493  4.610000000000001e-05  5.27e-05
3750000.0  294600000000.0  274300000.0  0.0013329  4.78e-05  5.360000000000001e-05
4000000.0  287100000000.0  259400000.0  0.0014187000000000002  4.9500000000000004e-05  5.45e-05
4500000.0  272900000000.0  234400000.0  0.0015971000000000002  5.6e-05  5.64e-05
5000000.0  260000000000.0  213900000.0  0.0017846000000000001  6.230000000000001e-05  5.830000000000001e-05
5500000.0  248200000000.0  196900000.0  0.0019812000000000002  6.860000000000001e-05  6.030000000000001e-05
6000000.0  237500000000.0  182599999.99999997  0.0021869000000000003  7.49e-05  6.230000000000001e-05
6500000.0  227600000000.00003  170300000.0  0.0024017  8.130000000000001e-05  6.450000000000001e-05
7000000.0  218600000000.0  159700000.00000003  0.0026256  8.76e-05  6.670000000000001e-05
8000000.0  202700000000.0  142100000.0  0.0031003  0.0001111  7.15e-05
9000000.0  189000000000.0  128100000.0  0.0036109000000000002  0.0001332  7.680000000000001e-05
10000000.0  177200000000.0  116800000.0  0.004157  0.00015470000000000002  8.240000000000001e-05
11000000.0  166800000000.0  107400000.0  0.0047383  0.00017590000000000002  8.850000000000001e-05
12000000.0  157600000000.0  99520000.00000001  0.005354600000000001  0.00019700000000000002  9.5e-05
13000000.0  149500000000.0  92740000.0  0.0060056  0.0002183  0.0001019
14000000.0  142200000000.0  86870000.0  0.0066909000000000005  0.00023960000000000002  0.00010920000000000001
15000000.0  136000000000.0  81730000.0  0.0074096000000000006  0.0002611  0.00011690000000000001
16000000.0  129700000000.0  77200000.0  0.0081621  0.0002829  0.0001251
17000000.0  123600000000.0  73160000.0  0.0089513  0.00030500000000000004  0.0001336
18000000.0  118600000000.0  69550000.0  0.009776700000000001  0.00032750000000000005  0.00014250000000000002
20000000.0  109800000000.0  63340000.0  0.0115  0.00041250000000000005  0.00016160000000000002
22500000.0  100600000000.0  57050000.0  0.0139  0.0005344  0.0001877
25000000.0  92950000000.0  51940000.0  0.0165  0.0006497  0.00021600000000000002
27500000.0  86480000000.0  47710000.0  0.0193  0.0007622000000000001  0.00024650000000000003
30000000.0  80930000000.0  44140000.00000001  0.0223  0.0008739  0.0002793
32500000.0  76110000000.0  41100000.0  0.025400000000000002  0.0009858  0.00031410000000000005
35000000.0  71870000000.0  38460000.0  0.0288  0.0010983  0.000351
37500000.0  68130000000.0  36160000.0  0.032400000000000005  0.0012118  0.00038990000000000004
40000000.0  64780000000.0  34130000.0  0.0362  0.0013266  0.0004308
45000000.0  59070000000.0  30710000.0  0.0442  0.0017569  0.0005184
50000000.0  54360000000.0  27930000.0  0.053099999999999994  0.0021609000000000003  0.0006137
55000000.0  50400000000.0  25640000.0  0.0626  0.0025548000000000003  0.0007164000000000001
60000000.0  47030000000.0  23710000.0  0.0729  0.0029456000000000005  0.0008263
65000000.0  44109999999.99999  22060000.0  0.0839  0.0033369000000000003  0.0009435
70000000.0  41570000000.0  20630000.0  0.09550000000000002  0.0037309  0.0010676000000000001
80000000.0  37340000000.0  18290000.0  0.12090000000000001  0.005192400000000001  0.0013367
90000000.0  33950000000.0  16440000.0  0.149  0.006553200000000001  0.0016327000000000002
100000000.0  31170000000.0  14950000.0  0.1797  0.0078808  0.001955
110000000.0  28860000000.0  13710000.0  0.21309999999999998  0.0092018  0.0023030000000000004
120000000.0  26890000000.0  12669999.999999998  0.2489  0.0105  0.0026763000000000004
130000000.0  25190000000.0  11780000.0  0.2874  0.011899999999999999  0.0030742000000000005
140000000.0  23720000000.0  11019999.999999998  0.3282  0.013200000000000002  0.0034965
150000000.0  22430000000.0  10349999.999999998  0.3716  0.0146  0.0039427
160000000.0  21280000000.0  9758000.0  0.4173  0.016  0.0044124
170000000.0  20259999999.999996  9234000.0  0.46549999999999997  0.0174  0.0049053000000000005
180000000.0  19340000000.0  8766000.0  0.516  0.0189  0.0054210000000000005
200000000.0  17750000000.0  7963999.999999999  0.6239  0.024300000000000002  0.0065201
225000000.0  16140000000.000002  7153000.0  0.7716  0.032100000000000004  0.008017400000000001
250000000.0  14820000000.0  6497000.0  0.9331999999999999  0.0395  0.0096477
275000000.0  13730000000.0  5955999.999999999  1.1084  0.0467  0.011399999999999999
300000000.0  12800000000.0  5500000.0  1.297  0.053899999999999997  0.013300000000000001
325000000.0  12010000000.0  5112000.0  1.4986000000000002  0.0611  0.015300000000000001
350000000.0  11319999999.999998  4777000.0  1.713  0.0683  0.0174
375000000.0  10720000000.0  4484000.0  1.9399000000000002  0.0756  0.0197
400000000.0  10180000000.0  4227000.0  2.1791  0.08289999999999999  0.022000000000000002
450000000.0  9286000000.0  3794000.0  2.6932  0.11050000000000001  0.0271
500000000.0  8556000000.0  3444000.0  3.254  0.1363  0.0325
550000000.0  7951000000.0  3155999.9999999995  3.8601  0.1612  0.0384
600000000.0  7441000000.0  2913000.0  4.5101  0.1859  0.0447
650000000.0  7004000000.0  2707000.0  5.2026  0.2104  0.0513
700000000.0  6627000000.0  2528000.0  5.9363  0.2349  0.058300000000000005
800000000.0  6006000000.0  2236000.0  7.5212  0.32530000000000003  0.0733
900000000.0  5517000000.0  2006000.0  9.2582  0.4082  0.08960000000000001
1000000000.0  5122000000.0  1820000.0  1.11  0.4879  0.10710000000000001
1100000000.0  4795000000.0  1667000.0000000002  1.32  0.5659000000000001  0.1257
1200000000.0  4520000000.0  1538000.0  1.53  0.643  0.14529999999999998
1300000000.0  4287000000.0000005  1428000.0  1.76  0.7195  0.16579999999999998
1400000000.0  4084999999.9999995  1334000.0  2.0  0.7957  0.18730000000000002
1500000000.0  3910000000.0  1251000.0  2.25  0.8717  0.2096
1600000000.0  3756000000.0  1179000.0  2.51  0.9475  0.23260000000000003
1700000000.0  3620000000.0  1115000.0  2.78  1.0231000000000001  0.2564
1800000000.0  3498000000.0  1057000.0  3.06  1.0985  0.2808
2000000000.0  3292000000.0  958900.0  3.65  1.3808000000000002  0.33159999999999995
2250000000.0  3084000000.0  859700.0  4.43  1.7736  0.3981
2500000000.0  2919000000.0  779700.0  5.27  2.1315  0.4675
2750000000.0  2784000000.0  713700.0  6.14  2.4683  0.5394
3000000000.0  2672000000.0  658300.0  7.06  2.7902  0.6132
3250000000.0  2577999999.9999995  611100.0  8.01  3.1007  0.6888
3500000000.0  2498000000.0  570500.0  9.0  3.4016  0.7656999999999999
3750000000.0  2429000000.0  535000.0  10.01  3.6944  0.8437000000000001
4000000000.0  2370000000.0  503899.99999999994  11.05  3.9799  0.9226000000000001
4500000000.0  2272000000.0  451600.0  13.21  5.0168  1.0825
5000000000.0  2197000000.0  409400.0  15.45  5.9359  1.244
5500000000.0  2137000000.0  374600.0  17.75  6.778  1.4062000000000001
6000000000.0  2088000000.0000002  345400.0  20.12  7.5635  1.5683000000000002
6500000000.0  2049000000.0  320600.0  22.54  8.3038  1.7299000000000002
7000000000.0  2017000000.0  299200.0  25.0  9.0066  1.8903999999999999
8000000000.0  1968000000.0  264100.0  30.01  1.15  2.2073
9000000000.0  1935000000.0  236600.0  35.14  1.36  2.5173
10000000000.0  1911000000.0  214500.0  40.34  1.54  2.8195
