     timestep     time              x             y              z              vx             vy             vz             ax             ay             az         v_magnitude      ELoss        Electronic      Nuclear
           0   0.000000e+00   1.000000e-01   7.179324e+00   1.856135e+00   3.044400e+05  -8.688665e+05  -2.079422e+06   0.000000e+00   0.000000e+00   0.000000e+00   2.274117e+06   0.000000e+00   0.000000e+00   0.000000e+00
        8000   7.999000e-08   1.245014e-01   7.109826e+00   1.689798e+00   3.080603e+05  -8.686106e+05  -2.078996e+06   4.399728e+10   2.165255e+09   5.614744e+09   2.274117e+06   4.397458e-21   0.000000e+00   0.000000e+00
       16000   1.599900e-07   1.492839e-01   7.040342e+00   1.523497e+00   3.114682e+05  -8.685203e+05  -2.078526e+06   4.127957e+10   6.257564e+07   6.159609e+09   2.274117e+06   3.884506e-21   0.000000e+00   0.000000e+00
       24000   2.399900e-07   1.743306e-01   6.970858e+00   1.357235e+00   3.146653e+05  -8.686011e+05  -2.078011e+06   3.876781e+10  -2.173789e+09   6.779091e+09   2.274117e+06   3.464541e-21   0.000000e+00   0.000000e+00
       32000   3.199900e-07   1.996251e-01   6.901361e+00   1.191016e+00   3.176611e+05  -8.688565e+05  -2.077448e+06   3.612143e+10  -4.364612e+09   7.348720e+09   2.274117e+06   3.072476e-21   0.000000e+00   0.000000e+00
       40000   3.999900e-07   2.251512e-01   6.831837e+00   1.024845e+00   3.204627e+05  -8.692830e+05  -2.076839e+06   3.389361e+10  -6.360866e+09   7.892292e+09   2.274117e+06   2.790867e-21   0.000000e+00   0.000000e+00
       48000   4.799900e-07   2.508939e-01   6.762271e+00   8.587232e-01   3.230710e+05  -8.698737e+05  -2.076188e+06   3.140412e+10  -8.478202e+09   8.438887e+09   2.274117e+06   2.518328e-21   0.000000e+00   0.000000e+00
       56000   5.599900e-07   2.768375e-01   6.692652e+00   6.926559e-01   3.254855e+05  -8.706432e+05  -2.075488e+06   2.892513e+10  -1.070516e+10   9.026830e+09   2.274117e+06   2.302995e-21   0.000000e+00   0.000000e+00
       64000   6.399900e-07   3.029663e-01   6.622964e+00   5.266462e-01   3.277028e+05  -8.715741e+05  -2.074748e+06   2.661765e+10  -1.265766e+10   9.521521e+09   2.274117e+06   2.139362e-21   0.000000e+00   0.000000e+00
       72000   7.199900e-07   3.292652e-01   6.553196e+00   3.606974e-01   3.297407e+05  -8.726682e+05  -2.073965e+06   2.441616e+10  -1.470720e+10   1.007032e+10   2.274117e+06   2.037873e-21   0.000000e+00   0.000000e+00
       80000   7.999900e-07   3.557201e-01   6.483333e+00   1.948130e-01   3.316013e+05  -8.739292e+05  -2.073137e+06   2.210025e+10  -1.689080e+10   1.065526e+10   2.274117e+06   1.978537e-21   0.000000e+00   0.000000e+00
       88000   8.799900e-07   3.823163e-01   6.413363e+00   2.899658e-02   3.332681e+05  -8.753550e+05  -2.072268e+06   1.965746e+10  -1.879200e+10   1.109937e+10   2.274117e+06   1.923880e-21   0.000000e+00   0.000000e+00
