energy[eV]  elec[eV/m]    nuclear[eV/m]  range[m]   longitudinal[m]    lateral[m]
6500.0  40890000000.00001  389300000000.0  1.76e-06  5.85e-07  4.54e-07
7000.0  42430000000.0  393700000000.0  1.855e-06  6.12e-07  4.7600000000000003e-07
8000.0  45359999999.99999  401100000000.0  2.043e-06  6.650000000000001e-07  5.180000000000001e-07
9000.0  48110000000.0  406900000000.0  2.228e-06  7.16e-07  5.58e-07
10000.0  50720000000.0  411500000000.0  2.4100000000000002e-06  7.660000000000001e-07  5.98e-07
11000.0  53190000000.0  415200000000.00006  2.5910000000000003e-06  8.15e-07  6.37e-07
12000.0  55560000000.0  418100000000.0  2.769e-06  8.63e-07  6.75e-07
13000.0  57830000000.0  420400000000.0  2.9470000000000003e-06  9.11e-07  7.12e-07
14000.0  60010000000.0  422100000000.0  3.123e-06  9.58e-07  7.49e-07
15000.0  62120000000.0  423500000000.0  3.298e-06  1.004e-06  7.85e-07
16000.0  64150000000.0  424400000000.0  3.473e-06  1.0500000000000001e-06  8.210000000000001e-07
17000.0  66130000000.00001  425100000000.0  3.6470000000000004e-06  1.095e-06  8.57e-07
18000.0  68040000000.0  425500000000.0  3.82e-06  1.14e-06  8.920000000000001e-07
20000.0  71720000000.0  425600000000.0  4.165e-06  1.229e-06  9.61e-07
22500.0  76080000000.0  424799999999.99994  4.5960000000000006e-06  1.3380000000000001e-06  1.046e-06
25000.0  80190000000.0  423200000000.0  5.025e-06  1.446e-06  1.1290000000000001e-06
27500.0  84100000000.0  421100000000.0  5.454000000000001e-06  1.5520000000000001e-06  1.2110000000000001e-06
30000.0  87840000000.0  418500000000.0  5.883e-06  1.6570000000000002e-06  1.292e-06
32500.0  91430000000.0  415700000000.0  6.313e-06  1.7610000000000002e-06  1.3720000000000002e-06
35000.0  94880000000.0  412600000000.0  6.7430000000000005e-06  1.864e-06  1.452e-06
37500.0  98210000000.0  409400000000.0  7.174e-06  1.9660000000000003e-06  1.531e-06
40000.0  101400000000.0  406100000000.0  7.605000000000001e-06  2.0670000000000003e-06  1.6090000000000002e-06
45000.0  107600000000.0  399300000000.0  8.473e-06  2.268e-06  1.765e-06
50000.0  113400000000.0  392299999999.99994  9.345000000000001e-06  2.4670000000000003e-06  1.919e-06
55000.0  118900000000.0  385400000000.0  1.02e-05  2.663e-06  2.0720000000000002e-06
60000.0  124200000000.0  378600000000.0  1.1100000000000002e-05  2.8560000000000003e-06  2.223e-06
65000.0  129300000000.0  372000000000.0  1.2e-05  3.0480000000000003e-06  2.375e-06
70000.0  134200000000.0  365500000000.0  1.2900000000000002e-05  3.237e-06  2.525e-06
80000.0  143400000000.0  353100000000.0  1.4700000000000002e-05  3.6130000000000004e-06  2.825e-06
90000.0  149700000000.0  341500000000.0  1.65e-05  3.982e-06  3.123e-06
100000.0  156800000000.0  330700000000.0  1.8400000000000003e-05  4.346e-06  3.4210000000000004e-06
110000.0  164400000000.0  320500000000.0  2.0200000000000003e-05  4.704e-06  3.7180000000000002e-06
120000.0  172300000000.0  311100000000.0  2.2100000000000002e-05  5.055000000000001e-06  4.0150000000000005e-06
130000.0  180400000000.0  302300000000.0  2.4e-05  5.398000000000001e-06  4.311e-06
140000.0  188500000000.0  294000000000.0  2.59e-05  5.7340000000000005e-06  4.605e-06
150000.0  196600000000.0  286200000000.0  2.78e-05  6.0620000000000006e-06  4.898e-06
160000.0  204600000000.0  278900000000.0  2.9700000000000004e-05  6.382e-06  5.189000000000001e-06
170000.0  212500000000.0  272000000000.0  3.16e-05  6.695e-06  5.479e-06
180000.0  220200000000.0  265500000000.0  3.35e-05  7.001e-06  5.766e-06
200000.0  235200000000.0  253600000000.0  3.7300000000000005e-05  7.598000000000001e-06  6.333e-06
225000.0  253100000000.0  240300000000.0  4.2000000000000004e-05  8.309000000000001e-06  7.029000000000001e-06
250000.0  269800000000.0  228600000000.0  4.6700000000000003e-05  8.98e-06  7.707000000000001e-06
275000.0  285600000000.0  218100000000.0  5.13e-05  9.614e-06  8.367e-06
300000.0  300400000000.0  208700000000.0  5.6e-05  1.02e-05  9.009000000000001e-06
325000.0  314300000000.0  200300000000.0  6.05e-05  1.0800000000000002e-05  9.635e-06
350000.0  327400000000.0  192500000000.0  6.51e-05  1.13e-05  1.02e-05
375000.0  339900000000.0  185500000000.0  6.960000000000001e-05  1.1900000000000001e-05  1.0800000000000002e-05
400000.0  351700000000.0  179000000000.0  7.410000000000001e-05  1.23e-05  1.14e-05
450000.0  373600000000.0  167600000000.00003  8.29e-05  1.3300000000000001e-05  1.25e-05
500000.0  393800000000.0  157700000000.0  9.16e-05  1.4200000000000001e-05  1.3600000000000002e-05
550000.0  412500000000.0  149100000000.0  0.00010020000000000001  1.5000000000000002e-05  1.46e-05
600000.0  429900000000.0  141500000000.0  0.0001086  1.58e-05  1.55e-05
650000.0  446400000000.0  134700000000.0  0.000117  1.65e-05  1.65e-05
700000.0  462000000000.0  128699999999.99998  0.0001252  1.7100000000000002e-05  1.73e-05
800000.0  491200000000.0  118300000000.0  0.00014120000000000002  1.8400000000000003e-05  1.9e-05
900000.0  518500000000.0  109600000000.00002  0.00015690000000000002  1.9600000000000002e-05  2.05e-05
1000000.0  544400000000.0  102300000000.0  0.00017210000000000004  2.0600000000000003e-05  2.2000000000000003e-05
1100000.0  569200000000.0  96039999999.99998  0.00018690000000000002  2.15e-05  2.3300000000000004e-05
1200000.0  593400000000.0  90570000000.0  0.00020130000000000001  2.2400000000000002e-05  2.4500000000000003e-05
1300000.0  617000000000.0  85770000000.0  0.0002154  2.32e-05  2.57e-05
1400000.0  640400000000.0001  81510000000.0  0.0002291  2.39e-05  2.6800000000000004e-05
1500000.0  663600000000.0  77700000000.0  0.0002424  2.4500000000000003e-05  2.78e-05
1600000.0  686600000000.0  74270000000.0  0.00025550000000000003  2.51e-05  2.8800000000000002e-05
1700000.0  709700000000.0  71170000000.0  0.0002682  2.57e-05  2.9700000000000004e-05
1800000.0  732900000000.0001  68350000000.0  0.0002806  2.6200000000000003e-05  3.0600000000000005e-05
2000000.0  779400000000.0  63390000000.00001  0.00030450000000000003  2.7300000000000003e-05  3.2200000000000003e-05
2250000.0  838500000000.0  58220000000.0  0.0003328  2.85e-05  3.3900000000000004e-05
2500000.0  898700000000.0  53910000000.0  0.0003594  2.9500000000000006e-05  3.55e-05
2750000.0  959900000000.0  50260000000.0  0.0003846  3.03e-05  3.69e-05
3000000.0  1022000000000.0  47110000000.0  0.00040840000000000006  3.1e-05  3.8100000000000005e-05
3250000.0  1085000000000.0  44380000000.0  0.0004308  3.1700000000000005e-05  3.9200000000000004e-05
3500000.0  1149000000000.0  41970000000.0  0.00045220000000000004  3.2200000000000003e-05  4.02e-05
3750000.0  1213000000000.0  39840000000.0  0.00047250000000000005  3.27e-05  4.110000000000001e-05
4000000.0  1277000000000.0  37930000000.0  0.0004918  3.32e-05  4.2000000000000004e-05
4500000.0  1404000000000.0  34670000000.0  0.0005278  3.41e-05  4.3400000000000005e-05
5000000.0  1529000000000.0  31960000000.0  0.0005609  3.490000000000001e-05  4.460000000000001e-05
5500000.0  1651000000000.0  29690000000.0  0.0005916  3.55e-05  4.56e-05
6000000.0  1768000000000.0  27740000000.0  0.0006202000000000001  3.6e-05  4.6500000000000005e-05
6500000.0  1880000000000.0  26050000000.0  0.0006470000000000001  3.65e-05  4.72e-05
7000000.0  1985000000000.0  24570000000.0  0.0006725  3.69e-05  4.7900000000000006e-05
8000000.0  2176000000000.0  22110000000.0  0.0007198000000000001  3.7800000000000004e-05  4.910000000000001e-05
9000000.0  2341000000000.0  20130000000.0  0.0007635  3.86e-05  5e-05
10000000.0  2481000000000.0  18500000000.0  0.0008045000000000001  3.9300000000000007e-05  5.08e-05
11000000.0  2600000000000.0  17130000000.0  0.0008435000000000001  3.990000000000001e-05  5.1500000000000005e-05
12000000.0  2699000000000.0  15970000000.0  0.0008809000000000001  4.0400000000000006e-05  5.2100000000000006e-05
13000000.0  2784000000000.0  14960000000.0  0.0009171  4.0900000000000005e-05  5.27e-05
14000000.0  2855000000000.0  14090000000.0  0.0009523000000000001  4.13e-05  5.3200000000000006e-05
15000000.0  2916000000000.0  13310000000.0  0.0009868000000000001  4.1700000000000004e-05  5.360000000000001e-05
16000000.0  2968000000000.0  12629999999.999998  0.0010205000000000001  4.21e-05  5.4000000000000005e-05
