       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   5.00881116e-06  -8.58735256e-05  -1.69113259e-03   3.00336757e-18   8.37788179e-19  -3.36464000e-20
  8.00000000e-08   5.13970108e-06  -8.53303397e-05  -1.68597030e-03   2.97419634e-18   8.78328508e-19  -3.53870941e-20
  1.60000000e-07   5.14741387e-06  -8.52239245e-05  -1.67906381e-03   2.95809672e-18   9.13797827e-19  -3.73129887e-20
  2.40000000e-07   5.15521791e-06  -8.51189628e-05  -1.67215710e-03   2.94168521e-18   9.48747548e-19  -3.92256081e-20
  3.20000000e-07   5.16311630e-06  -8.50155116e-05  -1.66525017e-03   2.92497584e-18   9.83176445e-19  -4.11249069e-20
  4.00000000e-07   5.17111212e-06  -8.49136269e-05  -1.65834301e-03   2.90798254e-18   1.01708353e-18  -4.30108532e-20
  4.80000000e-07   5.17920836e-06  -8.48133640e-05  -1.65143564e-03   2.89071908e-18   1.05046806e-18  -4.48834287e-20
  5.60000000e-07   5.31173088e-06  -8.56638087e-05  -1.64123986e-03   2.90257128e-18   1.08557503e-18  -4.72672010e-20
  6.40000000e-07   5.30543554e-06  -8.56383380e-05  -1.63480159e-03   2.88710549e-18   1.11803696e-18  -4.91983099e-20
  7.20000000e-07   5.29927451e-06  -8.56147195e-05  -1.62836310e-03   2.87140323e-18   1.15002278e-18  -5.11203700e-20
  8.00000000e-07   5.29325050e-06  -8.55930059e-05  -1.62192439e-03   2.85547685e-18   1.18153201e-18  -5.30333738e-20
  8.80000000e-07   5.28736620e-06  -8.55732493e-05  -1.61548545e-03   2.83933862e-18   1.21256436e-18  -5.49373249e-20
  9.60000000e-07   5.28162422e-06  -8.55555009e-05  -1.60904628e-03   2.82300065e-18   1.24311972e-18  -5.68322382e-20
  1.04000000e-06   5.91432605e-06  -8.54994804e-05  -1.60612819e-03   2.80543740e-18   1.29567829e-18  -5.86426097e-20
  1.12000000e-06   5.93191896e-06  -8.55362647e-05  -1.59920314e-03   2.78997352e-18   1.32572809e-18  -6.05601190e-20
  1.20000000e-06   5.94971905e-06  -8.55752238e-05  -1.59227787e-03   2.77435203e-18   1.35529756e-18  -6.24723099e-20
  1.28000000e-06   5.96772915e-06  -8.56164068e-05  -1.58535239e-03   2.75858506e-18   1.38438738e-18  -6.43792416e-20
  1.36000000e-06   5.98595202e-06  -8.56598618e-05  -1.57842669e-03   2.74268459e-18   1.41299845e-18  -6.62809833e-20
  1.44000000e-06   6.00439041e-06  -8.57056364e-05  -1.57150079e-03   2.72666246e-18   1.44113182e-18  -6.81776138e-20
  1.52000000e-06   6.02304696e-06  -8.57537771e-05  -1.56457468e-03   2.71053039e-18   1.46878872e-18  -7.00692210e-20
  1.60000000e-06   5.48050750e-06  -8.75938264e-05  -1.55386118e-03   2.75068614e-18   1.47564739e-18  -7.34830413e-20
  1.68000000e-06   5.52600010e-06  -8.77969061e-05  -1.54711436e-03   2.73935196e-18   1.50395714e-18  -7.55633375e-20
  1.76000000e-06   5.57166713e-06  -8.80025871e-05  -1.54036722e-03   2.72792017e-18   1.53185372e-18  -7.76490346e-20
