       time             b_x              b_y              b_z              F_x              F_y              F_z
  0.00000000e+00   7.15092915e-04   4.32107785e-04  -1.58842357e-02   4.49648606e-15   8.18412071e-14   2.42879978e-15
  8.00000000e-08   2.02647227e-03   1.21867176e-03  -1.63287082e-02  -3.19566412e-15   8.83339964e-14   6.19609471e-15
  1.60000000e-07   3.54057480e-03   2.12377627e-03  -1.65261650e-02  -1.19283640e-14   9.38144853e-14   9.50055337e-15
  2.40000000e-07   5.18746390e-03   3.09351945e-03  -1.63885962e-02  -2.11744945e-14   9.76375913e-14   1.17277807e-14
  3.20000000e-07   6.85162442e-03   4.06382044e-03  -1.58681410e-02  -3.01942784e-14   9.92907644e-14   1.23908643e-14
  4.00000000e-07   8.39911384e-03   4.95318705e-03  -1.49644746e-02  -3.81109930e-14   9.85016258e-14   1.12131173e-14
  4.80000000e-07   9.72278049e-03   5.68957468e-03  -1.37401308e-02  -4.41720697e-14   9.54159962e-14   8.25327655e-15
  5.60000000e-07   1.07333749e-02   6.22652942e-03  -1.22845831e-02  -4.79058006e-14   9.03443002e-14   3.93505618e-15
  6.40000000e-07   1.14153641e-02   6.55399528e-03  -1.07267116e-02  -4.92890984e-14   8.39597930e-14  -1.15421340e-15
  7.20000000e-07   1.17707218e-02   6.68042315e-03  -9.14926133e-03  -4.85119188e-14   7.67177928e-14  -6.39537783e-15
  8.00000000e-07   1.18553904e-02   6.64245842e-03  -7.63060046e-03  -4.60339876e-14   6.91752125e-14  -1.13041460e-14
  8.80000000e-07   1.17115468e-02   6.46804294e-03  -6.21693962e-03  -4.23103296e-14   6.16598657e-14  -1.55543967e-14
  9.60000000e-07   1.13830575e-02   6.18745898e-03  -4.94152589e-03  -3.78115626e-14   5.44210664e-14  -1.89583294e-14
  1.04000000e-06   1.09406776e-02   5.84208528e-03  -3.78711954e-03  -3.28635816e-14   4.75979848e-14  -2.15146013e-14
  1.12000000e-06   1.04135085e-02   5.45155419e-03  -2.76420131e-03  -2.77820808e-14   4.12817374e-14  -2.32469707e-14
  1.20000000e-06   9.82451053e-03   5.03458527e-03  -1.85097605e-03  -2.27193336e-14   3.54334053e-14  -2.42109192e-14
